Airline,Source,Destination,Total_Stops,Additional_Info,Price,Date,Month,Year,Arrival_hour,Arrival_min,Duration_hrs,Dep_Time_hour,Dep_Time_min
Air Asia,Kolkata,Banglore,1,No info,5192.0,6,5,2019,23,23,15,7,35
Jet Airways,Delhi,Cochin,2,No info,9483.0,9,4,2019,12,12,23,13,25
Jet Airways,Delhi,Cochin,2,No info,18804.0,3,6,2019,19,19,7,11,40
Air India,Delhi,Cochin,0,No info,5201.0,18,6,2019,8,8,2,5,10
Jet Airways,Delhi,Cochin,1,No info,16079.0,27,5,2019,19,19,7,11,30
Jet Airways,Banglore,Delhi,0,In-flight meal not included,7229.0,15,6,2019,22,22,3,19,50
Multiple carriers,Delhi,Cochin,1,No info,6795.0,27,5,2019,1,1,7,17,45
Jet Airways,Kolkata,Banglore,1,No info,10953.0,9,5,2019,10,10,25,9,35
Multiple carriers,Delhi,Cochin,2,No info,15965.0,24,6,2019,1,1,10,15,5
Air India,Delhi,Cochin,2,No info,9968.0,9,4,2019,19,19,30,12,55
IndiGo,Kolkata,Banglore,0,No info,4804.0,6,6,2019,0,0,2,22,15
Jet Airways,Delhi,Cochin,1,No info,16079.0,27,5,2019,19,19,9,10,0
Jet Airways,Delhi,Cochin,2,In-flight meal not included,11507.0,12,6,2019,12,12,15,21,25
Jet Airways,Banglore,Delhi,0,No info,7229.0,24,4,2019,20,20,3,17,45
Jet Airways,Banglore,Delhi,0,In-flight meal not included,4544.0,27,4,2019,8,8,2,6,0
IndiGo,Delhi,Cochin,1,No info,6496.0,15,5,2019,10,10,4,5,10
IndiGo,Kolkata,Banglore,0,No info,4804.0,15,6,2019,0,0,2,21,25
Air India,Banglore,New Delhi,1,No info,13439.0,1,3,2019,9,9,22,11,5
Jet Airways,Delhi,Cochin,1,In-flight meal not included,6540.0,27,3,2019,4,4,10,18,15
IndiGo,Banglore,Delhi,0,No info,4591.0,1,6,2019,2,2,2,23,30
IndiGo,Banglore,New Delhi,1,No info,4437.0,18,3,2019,20,20,4,16,15
Air Asia,Delhi,Cochin,1,No info,6151.0,21,3,2019,7,7,11,20,10
Jet Airways,Banglore,Delhi,0,In-flight meal not included,7754.0,21,6,2019,20,20,3,17,45
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262.0,24,6,2019,12,12,22,14,0
Jet Airways,Banglore,Delhi,0,No info,8016.0,9,6,2019,22,22,3,18,55
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,4781.0,24,3,2019,9,9,2,6,55
Vistara,Banglore,Delhi,0,No info,4668.0,27,6,2019,14,14,2,11,30
Air India,Banglore,New Delhi,1,No info,14594.0,6,3,2019,8,8,21,11,50
Jet Airways,Kolkata,Banglore,1,No info,14231.0,24,3,2019,4,4,11,16,55
Air India,Delhi,Cochin,1,No info,8425.0,15,5,2019,6,6,25,5,15
Multiple carriers,Delhi,Cochin,1,No info,9646.0,12,6,2019,22,22,15,7,5
IndiGo,Chennai,Kolkata,0,No info,7295.0,3,3,2019,17,17,2,14,40
Air Asia,Kolkata,Banglore,1,No info,5162.0,9,4,2019,10,10,3,6,50
Vistara,Delhi,Cochin,0,No info,6216.0,15,4,2019,9,9,3,6,0
Air Asia,Kolkata,Banglore,1,No info,5192.0,24,5,2019,19,19,11,7,35
IndiGo,Banglore,Delhi,0,No info,4823.0,9,4,2019,22,22,2,20,0
SpiceJet,Banglore,Delhi,0,No check-in baggage included,3919.0,3,4,2019,12,12,2,9,30
IndiGo,Mumbai,Hyderabad,0,No info,2754.0,3,6,2019,20,20,1,19,5
Multiple carriers,Delhi,Cochin,1,No info,11667.0,27,3,2019,18,18,8,10,0
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,6224.0,12,6,2019,4,4,20,8,25
Jet Airways,Banglore,New Delhi,1,In-flight meal not included,11087.0,18,3,2019,9,9,16,16,55
Multiple carriers,Delhi,Cochin,1,No info,15603.0,6,3,2019,1,1,12,13,0
Jet Airways,Delhi,Cochin,2,No info,15129.0,9,5,2019,12,12,17,19,30
IndiGo,Banglore,Delhi,0,No info,4823.0,9,4,2019,19,19,3,16,55
Vistara,Kolkata,Banglore,1,No info,8452.0,1,5,2019,22,22,15,7,10
SpiceJet,Chennai,Kolkata,0,No info,3384.0,27,3,2019,20,20,2,17,45
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262.0,1,6,2019,19,19,23,19,15
SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,1965.0,18,6,2019,14,14,1,13,15
IndiGo,Kolkata,Banglore,0,No info,4804.0,18,5,2019,0,0,2,22,15
Jet Airways,Delhi,Cochin,1,No info,16079.0,27,5,2019,19,19,24,18,15
Jet Airways,Delhi,Cochin,2,No info,13292.0,1,6,2019,19,19,21,21,25
Air Asia,Delhi,Cochin,1,No info,6751.0,9,5,2019,13,13,5,7,55
Air India,Delhi,Cochin,1,No info,8669.0,15,5,2019,19,19,12,7,0
IndiGo,Delhi,Cochin,1,No info,14871.0,3,3,2019,1,1,8,17,30
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898.0,21,5,2019,19,19,5,14,0
SpiceJet,Banglore,Delhi,0,No check-in baggage included,3919.0,6,6,2019,12,12,2,9,30
Multiple carriers,Delhi,Cochin,1,No info,36983.0,1,3,2019,19,19,6,12,50
IndiGo,Chennai,Kolkata,0,No info,3597.0,3,6,2019,21,21,2,19,35
Air India,Banglore,New Delhi,0,No info,10741.0,9,3,2019,19,19,2,17,0
Jet Airways,Banglore,New Delhi,1,In-flight meal not included,11087.0,12,3,2019,10,10,15,18,55
Air India,Delhi,Cochin,3,No info,10493.0,15,6,2019,7,7,26,5,15
Air India,Delhi,Cochin,2,No info,13381.0,6,6,2019,7,7,24,6,50
Jet Airways,Kolkata,Banglore,1,No info,13731.0,6,6,2019,4,4,8,20,0
IndiGo,Banglore,Delhi,0,No info,4591.0,18,4,2019,2,2,2,23,30
Multiple carriers,Delhi,Cochin,1,No info,14848.0,3,6,2019,19,19,6,13,0
Multiple carriers,Delhi,Cochin,1,No info,8266.0,12,6,2019,19,19,10,8,45
Jet Airways,Kolkata,Banglore,1,No info,13044.0,12,6,2019,12,12,17,18,55
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898.0,21,5,2019,4,4,21,7,5
Jet Airways,Delhi,Cochin,1,No info,12242.0,21,3,2019,4,4,5,22,50
IndiGo,Banglore,Delhi,0,No info,3943.0,18,5,2019,13,13,2,10,10
Vistara,Kolkata,Banglore,1,No info,11105.0,24,3,2019,22,22,25,20,20
Jet Airways,Kolkata,Banglore,1,No info,14388.0,12,5,2019,9,9,12,21,10
Jet Airways,Delhi,Cochin,2,No info,13014.0,18,5,2019,12,12,17,19,30
Multiple carriers,Delhi,Cochin,1,No info,15411.0,6,3,2019,18,18,8,10,20
Jet Airways,Delhi,Cochin,1,No info,16289.0,9,3,2019,18,18,23,19,45
IndiGo,Delhi,Cochin,1,No info,6442.0,15,5,2019,16,16,9,6,50
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844.0,18,5,2019,16,16,7,8,25
Jet Airways,Mumbai,Hyderabad,0,No info,5678.0,18,5,2019,11,11,1,10,20
IndiGo,Banglore,Delhi,0,No info,6906.0,12,4,2019,2,2,2,23,30
SpiceJet,Chennai,Kolkata,0,No check-in baggage included,3543.0,21,5,2019,12,12,2,9,45
Jet Airways,Delhi,Cochin,1,No info,14714.0,6,6,2019,19,19,10,9,0
Vistara Premium economy,Banglore,New Delhi,0,No info,11793.0,3,3,2019,18,18,2,16,0
Multiple carriers,Delhi,Cochin,1,No info,14323.0,15,5,2019,19,19,7,11,30
SpiceJet,Banglore,Delhi,0,No info,3971.0,9,4,2019,0,0,2,21,10
Vistara,Kolkata,Banglore,1,No info,8452.0,6,5,2019,22,22,26,20,20
Vistara,Banglore,Delhi,0,No info,5403.0,12,4,2019,9,9,2,7,0
Jet Airways,Banglore,Delhi,0,In-flight meal not included,5198.0,18,4,2019,18,18,2,15,15
Vistara,Banglore,Delhi,0,No info,4878.0,1,6,2019,22,22,2,19,30
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373.0,18,5,2019,19,19,23,19,45
Multiple carriers,Delhi,Cochin,1,In-flight meal not included,8552.0,3,3,2019,16,16,9,7,10
Vistara,Delhi,Cochin,0,No info,6741.0,21,4,2019,17,17,3,14,40
Multiple carriers,Delhi,Cochin,1,No info,6481.0,9,4,2019,19,19,6,12,50
Multiple carriers,Delhi,Cochin,1,No info,7354.0,6,6,2019,19,19,8,10,35
Air India,Banglore,Delhi,0,No info,5228.0,21,4,2019,23,23,2,21,5
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844.0,12,5,2019,20,20,12,8,25
IndiGo,Delhi,Cochin,1,No info,6347.0,18,5,2019,12,12,5,6,50
Air India,Banglore,New Delhi,1,No info,5013.0,15,3,2019,12,12,4,8,15
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663.0,9,6,2019,4,4,9,18,55
IndiGo,Banglore,Delhi,0,No info,4823.0,6,4,2019,21,21,2,18,25
Air India,Delhi,Cochin,2,No info,13381.0,24,6,2019,19,19,26,16,55
SpiceJet,Chennai,Kolkata,0,No check-in baggage included,3543.0,1,6,2019,12,12,2,9,45
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663.0,15,5,2019,4,4,9,18,55
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7064.0,1,4,2019,19,19,24,18,55
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262.0,9,6,2019,19,19,11,7,5
Air India,Delhi,Cochin,2,No info,13013.0,1,6,2019,19,19,8,10,55
GoAir,Banglore,Delhi,0,No info,4937.0,18,4,2019,14,14,2,11,40
IndiGo,Delhi,Cochin,1,No info,6818.0,6,6,2019,12,12,7,5,5
Jet Airways,Delhi,Cochin,1,In-flight meal not included,5177.0,3,4,2019,19,19,5,14,0
IndiGo,Chennai,Kolkata,0,No info,3858.0,27,6,2019,14,14,2,11,35
IndiGo,Kolkata,Banglore,1,No info,6534.0,18,5,2019,2,2,5,21,0
Multiple carriers,Delhi,Cochin,1,No info,6795.0,15,6,2019,1,1,15,10,20
Jet Airways,Banglore,Delhi,0,No info,7229.0,1,5,2019,22,22,3,19,50
SpiceJet,Delhi,Cochin,1,No info,4957.0,24,4,2019,22,22,4,17,55
IndiGo,Banglore,New Delhi,0,No info,7648.0,9,3,2019,8,8,2,6,0
SpiceJet,Kolkata,Banglore,0,No info,3873.0,15,6,2019,17,17,2,14,55
Jet Airways,Kolkata,Banglore,1,No info,14388.0,12,5,2019,4,4,9,18,55
IndiGo,Kolkata,Banglore,0,No info,5618.0,6,3,2019,19,19,2,17,15
Air Asia,Delhi,Cochin,1,No info,13774.0,3,3,2019,22,22,5,16,45
Vistara,Banglore,Delhi,0,No info,4668.0,3,5,2019,9,9,2,7,0
Jet Airways,Delhi,Cochin,2,No info,13082.0,21,3,2019,4,4,34,18,20
Air India,Delhi,Cochin,1,No info,8669.0,3,6,2019,19,19,15,3,50
IndiGo,Delhi,Cochin,1,No info,6316.0,24,6,2019,1,1,9,16,0
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12583.0,6,3,2019,4,4,6,22,20
Vistara,Banglore,New Delhi,0,No info,7923.0,9,3,2019,18,18,2,16,10
GoAir,Delhi,Cochin,1,No info,7378.0,3,3,2019,12,12,5,7,0
Vistara,Banglore,Delhi,0,No info,4878.0,3,6,2019,22,22,2,19,30
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844.0,18,5,2019,19,19,27,16,30
Jet Airways,Banglore,Delhi,0,No info,7229.0,3,4,2019,11,11,3,8,20
SpiceJet,Delhi,Cochin,1,No info,6297.0,21,5,2019,11,11,5,6,5
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8529.0,12,6,2019,12,12,16,20,0
Multiple carriers,Delhi,Cochin,1,No info,13727.0,18,5,2019,21,21,7,14,0
SpiceJet,Kolkata,Banglore,1,No info,6643.0,24,5,2019,17,17,8,8,35
Multiple carriers,Delhi,Cochin,1,No info,10197.0,9,5,2019,19,19,9,10,0
SpiceJet,Kolkata,Banglore,0,No info,4911.0,21,4,2019,0,0,2,22,20
IndiGo,Chennai,Kolkata,0,No info,6482.0,6,3,2019,7,7,2,5,15
Jet Airways,Banglore,New Delhi,1,No info,26890.0,1,3,2019,15,15,6,8,55
IndiGo,Kolkata,Banglore,1,No info,3717.0,18,5,2019,23,23,4,19,20
IndiGo,Chennai,Kolkata,0,No info,3597.0,1,6,2019,15,15,2,13,15
Air India,Banglore,New Delhi,2,No info,10846.0,18,3,2019,22,22,11,11,5
Air India,Banglore,New Delhi,1,No info,14069.0,1,3,2019,22,22,16,5,50
Jet Airways,Delhi,Cochin,1,In-flight meal not included,5177.0,1,4,2019,12,12,13,22,50
Air India,Delhi,Cochin,2,No info,14641.0,6,3,2019,7,7,25,5,55
IndiGo,Delhi,Cochin,1,No info,6442.0,6,6,2019,22,22,13,8,35
Air India,Delhi,Cochin,1,No info,5704.0,21,3,2019,23,23,5,17,45
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663.0,6,5,2019,9,9,19,14,5
Jet Airways,Delhi,Cochin,1,No info,14714.0,6,6,2019,4,4,7,20,55
Jet Airways,Delhi,Cochin,1,In-flight meal not included,5406.0,1,4,2019,19,19,9,10,0
Vistara,Kolkata,Banglore,1,No info,8610.0,15,5,2019,20,20,24,20,20
Jet Airways,Delhi,Cochin,2,No info,14237.0,12,6,2019,12,12,18,18,25
IndiGo,Banglore,Delhi,0,No info,4823.0,9,6,2019,10,10,2,7,10
IndiGo,Mumbai,Hyderabad,0,No info,2227.0,27,3,2019,21,21,1,20,5
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373.0,18,5,2019,4,4,21,7,5
Air India,Delhi,Cochin,1,No info,8372.0,6,6,2019,19,19,6,13,0
Jet Airways,Delhi,Cochin,1,No info,17024.0,3,3,2019,4,4,14,13,55
Air India,Mumbai,Hyderabad,0,No info,3100.0,27,5,2019,22,22,1,21,5
Jet Airways,Delhi,Cochin,1,In-flight meal not included,14053.0,9,3,2019,19,19,12,6,50
IndiGo,Chennai,Kolkata,0,No info,3540.0,9,5,2019,7,7,2,5,15
Vistara,Kolkata,Banglore,1,No info,9345.0,21,5,2019,18,18,22,20,20
Jet Airways,Banglore,New Delhi,1,No info,26890.0,1,3,2019,12,12,5,7,0
SpiceJet,Mumbai,Hyderabad,0,No info,5755.0,9,3,2019,10,10,1,8,50
Jet Airways,Banglore,New Delhi,1,In-flight meal not included,7832.0,21,3,2019,16,16,7,8,55
Jet Airways,Kolkata,Banglore,1,No info,14388.0,6,5,2019,20,20,12,8,25
Air India,Delhi,Cochin,2,No info,8839.0,27,6,2019,9,9,20,13,15
Air India,Delhi,Cochin,2,No info,22096.0,3,3,2019,19,19,21,22,0
Vistara,Chennai,Kolkata,0,No info,3687.0,27,5,2019,9,9,2,7,5
Multiple carriers,Delhi,Cochin,1,No info,9627.0,15,5,2019,19,19,10,8,30
Multiple carriers,Delhi,Cochin,1,No info,13542.0,21,3,2019,1,1,14,11,30
IndiGo,Banglore,Delhi,0,No info,4423.0,27,4,2019,6,6,2,4,0
IndiGo,Delhi,Cochin,2,No info,8899.0,3,3,2019,21,21,16,4,55
SpiceJet,Delhi,Cochin,1,No info,5583.0,21,4,2019,11,11,5,6,5
Air Asia,Delhi,Cochin,1,No info,6752.0,27,5,2019,6,6,13,16,45
SpiceJet,Chennai,Kolkata,0,No check-in baggage included,3543.0,21,5,2019,10,10,2,8,20
Jet Airways,Banglore,New Delhi,1,In-flight meal not included,7832.0,21,3,2019,15,15,7,8,0
Air India,Kolkata,Banglore,2,No info,10991.0,1,5,2019,8,8,27,5,50
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898.0,27,5,2019,12,12,27,9,0
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898.0,27,5,2019,19,19,5,14,0
GoAir,Banglore,Delhi,0,No info,3398.0,24,5,2019,14,14,2,11,40
Air India,Delhi,Cochin,0,No info,5201.0,24,4,2019,8,8,2,5,10
Air India,Delhi,Cochin,1,No info,7384.0,15,6,2019,23,23,5,17,40
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262.0,6,6,2019,4,4,10,18,15
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10031.0,24,3,2019,12,12,27,8,25
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,12384.0,6,5,2019,19,19,9,9,35
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7757.0,9,5,2019,18,18,28,14,5
Jet Airways,Banglore,New Delhi,1,No info,17261.0,6,3,2019,11,11,14,21,25
SpiceJet,Chennai,Kolkata,0,No info,7298.0,1,3,2019,12,12,2,9,30
Jet Airways,Banglore,Delhi,0,No info,7229.0,6,4,2019,18,18,2,15,15
IndiGo,Kolkata,Banglore,0,No info,4174.0,1,4,2019,7,7,2,4,40
IndiGo,Kolkata,Banglore,1,No info,5699.0,18,5,2019,22,22,4,17,35
Air India,Kolkata,Banglore,0,No info,4880.0,24,4,2019,16,16,2,14,15
Air India,Delhi,Cochin,1,No info,15284.0,6,3,2019,19,19,11,8,0
Jet Airways,Kolkata,Banglore,1,No info,13759.0,24,3,2019,16,16,7,8,25
Vistara,Kolkata,Banglore,1,No info,16092.0,24,3,2019,18,18,8,9,55
IndiGo,Mumbai,Hyderabad,0,No info,4392.0,9,3,2019,7,7,1,6,20
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262.0,24,6,2019,12,12,15,20,55
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841.0,12,6,2019,9,9,2,6,55
GoAir,Banglore,Delhi,0,No info,5048.0,1,6,2019,10,10,2,7,45
Air India,Kolkata,Banglore,1,No info,11096.0,21,5,2019,20,20,13,7,0
IndiGo,Delhi,Cochin,1,No info,5073.0,24,4,2019,12,12,4,7,35
Jet Airways,Delhi,Cochin,1,No info,19828.0,3,3,2019,4,4,18,9,55
Vistara,Chennai,Kolkata,0,No info,3739.0,21,3,2019,9,9,2,7,5
Air India,Delhi,Cochin,2,No info,10598.0,9,3,2019,19,19,38,5,0
Jet Airways,Banglore,Delhi,0,In-flight meal not included,7229.0,15,6,2019,22,22,3,18,55
Vistara,Kolkata,Banglore,1,No info,8610.0,1,4,2019,18,18,25,17,0
Vistara,Delhi,Cochin,0,No info,6216.0,9,5,2019,17,17,3,14,40
Air India,Banglore,Delhi,0,No info,6961.0,9,6,2019,16,16,2,13,20
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10703.0,6,5,2019,21,21,11,9,35
Jet Airways,Kolkata,Banglore,1,No info,14151.0,15,5,2019,23,23,6,17,0
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586.0,9,5,2019,10,10,27,6,30
IndiGo,Kolkata,Banglore,0,No info,4488.0,12,4,2019,22,22,2,20,20
Multiple carriers,Delhi,Cochin,1,No info,7408.0,15,6,2019,1,1,7,18,0
Jet Airways,Delhi,Cochin,0,In-flight meal not included,5443.0,18,4,2019,14,14,3,11,0
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10539.0,12,6,2019,19,19,9,9,35
Jet Airways,Banglore,Delhi,0,No info,7229.0,21,5,2019,10,10,3,7,10
IndiGo,Kolkata,Banglore,0,No info,4804.0,21,6,2019,22,22,2,20,20
Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,4050.0,3,3,2019,4,4,1,2,55
Jet Airways,Kolkata,Banglore,1,No info,14151.0,18,5,2019,19,19,26,17,0
SpiceJet,Delhi,Cochin,1,No info,4957.0,6,4,2019,22,22,4,17,55
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,11134.0,24,3,2019,22,22,8,13,55
IndiGo,Delhi,Cochin,1,No info,6600.0,27,5,2019,12,12,7,5,5
Air India,Delhi,Cochin,2,No info,15481.0,1,6,2019,7,7,24,6,50
SpiceJet,Kolkata,Banglore,0,No info,5515.0,1,3,2019,0,0,2,22,20
Jet Airways,Delhi,Cochin,1,No info,14714.0,15,6,2019,19,19,11,8,0
GoAir,Delhi,Cochin,1,No info,4959.0,15,6,2019,19,19,9,10,35
Jet Airways,Banglore,Delhi,0,No info,7229.0,21,4,2019,14,14,2,11,10
Air India,Delhi,Cochin,0,No info,6094.0,15,5,2019,21,21,3,18,5
Air Asia,Kolkata,Banglore,0,No info,4409.0,24,4,2019,12,12,2,10,20
Multiple carriers,Delhi,Cochin,1,No info,9794.0,18,5,2019,19,19,13,6,0
Jet Airways,Mumbai,Hyderabad,0,No info,5678.0,3,4,2019,4,4,1,2,55
IndiGo,Delhi,Cochin,1,No info,6442.0,15,6,2019,16,16,7,8,35
Vistara,Banglore,Delhi,0,No info,4878.0,18,5,2019,9,9,2,7,0
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,12446.0,24,3,2019,10,10,12,21,10
Jet Airways,Banglore,New Delhi,1,In-flight meal not included,9134.0,15,3,2019,10,10,5,5,45
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586.0,15,5,2019,4,4,8,20,0
Jet Airways,Banglore,Delhi,0,In-flight meal not included,7229.0,1,6,2019,10,10,3,7,10
Jet Airways,Banglore,Delhi,0,In-flight meal not included,6144.0,21,4,2019,10,10,3,7,10
Air India,Banglore,Delhi,0,No info,6961.0,18,5,2019,12,12,2,10,0
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844.0,9,5,2019,4,4,12,16,30
IndiGo,Chennai,Kolkata,0,No info,3597.0,21,5,2019,21,21,2,19,35
SpiceJet,Banglore,New Delhi,1,No info,7139.0,21,3,2019,18,18,7,10,20
Air India,Mumbai,Hyderabad,2,No info,25139.0,6,3,2019,15,15,29,9,40
Air India,Delhi,Cochin,1,No info,5117.0,6,4,2019,9,9,12,20,40
Multiple carriers,Delhi,Cochin,1,No info,9211.0,18,5,2019,19,19,7,11,40
SpiceJet,Kolkata,Banglore,0,No info,4174.0,15,4,2019,19,19,2,17,10
Jet Airways,Banglore,New Delhi,1,In-flight meal not included,9134.0,15,3,2019,7,7,23,8,0
Air India,Banglore,New Delhi,1,No info,6955.0,21,3,2019,10,10,12,22,0
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844.0,9,5,2019,18,18,9,8,25
Air Asia,Kolkata,Banglore,0,No info,3807.0,1,4,2019,22,22,2,19,55
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663.0,1,5,2019,12,12,21,14,5
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373.0,9,5,2019,4,4,26,2,15
SpiceJet,Banglore,Delhi,0,No info,4991.0,1,5,2019,0,0,2,21,10
Air India,Delhi,Cochin,1,No info,6745.0,21,3,2019,19,19,20,23,0
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262.0,15,6,2019,19,19,20,22,50
Jet Airways,Delhi,Cochin,1,In-flight meal not included,6540.0,27,3,2019,4,4,10,17,30
SpiceJet,Kolkata,Banglore,0,No info,3873.0,6,4,2019,19,19,2,17,10
Jet Airways,Delhi,Cochin,1,No info,15554.0,9,5,2019,19,19,21,21,50
IndiGo,Kolkata,Banglore,0,No info,4804.0,27,5,2019,22,22,2,20,20
Jet Airways,Delhi,Cochin,1,In-flight meal not included,7438.0,27,3,2019,19,19,20,23,5
Air Asia,Banglore,Delhi,0,No info,6181.0,3,5,2019,7,7,2,4,55
Multiple carriers,Delhi,Cochin,1,No info,9424.0,1,5,2019,1,1,6,19,0
Air India,Banglore,New Delhi,2,No info,12725.0,12,3,2019,23,23,30,17,25
Air India,Banglore,New Delhi,1,No info,6046.0,15,3,2019,21,21,13,8,15
SpiceJet,Banglore,Delhi,0,No info,3971.0,15,6,2019,0,0,2,21,10
Jet Airways,Kolkata,Banglore,1,No info,12692.0,6,6,2019,14,14,18,20,25
IndiGo,Delhi,Cochin,1,No info,7451.0,6,3,2019,22,22,8,14,20
Jet Airways,Banglore,New Delhi,1,No info,13817.0,12,3,2019,7,7,8,22,55
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10703.0,6,5,2019,22,22,12,9,35
Jet Airways,Banglore,New Delhi,1,No info,13817.0,12,3,2019,10,10,13,21,25
Jet Airways,Banglore,New Delhi,1,No info,27210.0,15,3,2019,5,5,6,22,55
Jet Airways,Kolkata,Banglore,1,No info,13941.0,18,5,2019,4,4,7,21,10
Air India,Banglore,New Delhi,1,No info,10246.0,1,3,2019,12,12,19,17,0
IndiGo,Kolkata,Banglore,0,No info,4804.0,6,5,2019,19,19,2,17,15
Air Asia,Kolkata,Banglore,1,No info,6810.0,6,6,2019,10,10,12,22,40
Jet Airways,Banglore,Delhi,0,In-flight meal not included,5198.0,1,5,2019,11,11,3,8,20
Vistara,Banglore,Delhi,0,No info,5613.0,3,5,2019,23,23,2,21,0
IndiGo,Mumbai,Hyderabad,0,No info,4784.0,3,3,2019,22,22,1,21,20
Jet Airways,Delhi,Cochin,1,In-flight meal not included,5406.0,21,3,2019,18,18,23,19,45
Air India,Banglore,Delhi,0,No info,5228.0,27,4,2019,16,16,2,13,20
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898.0,27,5,2019,19,19,22,20,55
Air India,Chennai,Kolkata,0,No info,4667.0,15,6,2019,13,13,2,11,40
Jet Airways,Kolkata,Banglore,1,No info,14781.0,21,5,2019,19,19,5,14,5
Vistara,Banglore,Delhi,0,No info,5403.0,21,4,2019,12,12,2,9,45
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9899.0,12,6,2019,23,23,9,14,5
Jet Airways,Delhi,Cochin,2,In-flight meal not included,13029.0,21,5,2019,4,4,8,19,30
Vistara,Kolkata,Banglore,1,No info,9187.0,18,5,2019,10,10,17,17,0
IndiGo,Banglore,Delhi,0,No info,4823.0,24,5,2019,22,22,2,20,0
IndiGo,Delhi,Cochin,1,No info,14871.0,6,3,2019,21,21,12,8,25
IndiGo,Mumbai,Hyderabad,0,No info,4049.0,21,6,2019,7,7,1,6,25
Air India,Chennai,Kolkata,0,No info,4667.0,12,6,2019,13,13,2,11,40
IndiGo,Kolkata,Banglore,1,No info,4226.0,9,4,2019,23,23,3,19,55
Jet Airways,Banglore,New Delhi,1,No info,19225.0,6,3,2019,13,13,7,5,45
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898.0,27,5,2019,12,12,17,19,15
IndiGo,Mumbai,Hyderabad,0,No info,2754.0,9,6,2019,13,13,1,12,0
SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,1965.0,3,5,2019,14,14,1,13,15
Jet Airways Business,Banglore,New Delhi,1,No info,52229.0,1,3,2019,10,10,5,5,45
Multiple carriers,Delhi,Cochin,1,No info,14533.0,15,5,2019,19,19,11,8,0
Vistara,Banglore,Delhi,0,No info,4668.0,24,6,2019,12,12,2,9,45
Jet Airways,Delhi,Cochin,1,No info,11822.0,9,4,2019,12,12,19,17,30
Jet Airways,Delhi,Cochin,1,In-flight meal not included,6017.0,27,3,2019,4,4,6,21,50
Jet Airways,Delhi,Cochin,1,No info,14714.0,9,6,2019,19,19,7,11,30
SpiceJet,Chennai,Kolkata,0,No info,3597.0,9,6,2019,10,10,2,8,20
Air Asia,Banglore,Delhi,0,No info,3383.0,24,4,2019,13,13,2,11,10
Vistara,Banglore,Delhi,0,No info,5403.0,27,4,2019,23,23,2,21,0
Air India,Delhi,Cochin,2,No info,14221.0,3,3,2019,19,19,26,16,40
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586.0,18,5,2019,10,10,12,21,10
IndiGo,Mumbai,Hyderabad,0,No info,4049.0,12,6,2019,10,10,1,9,10
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262.0,3,6,2019,4,4,8,19,45
Multiple carriers,Delhi,Cochin,1,No info,7888.0,21,5,2019,21,21,14,7,0
